ID	Author	Work	Subdoc	TextURN
urn:cite2:gagdt:sentences.v1:Soph_Aj_162	Sophocles	Ajax	291	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:291.3-291.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_163	Sophocles	Ajax	292	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:292.1-292.11
urn:cite2:gagdt:sentences.v1:Soph_Aj_164	Sophocles	Ajax	293	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:293.1-293.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_165	Sophocles	Ajax	294	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:294.1-294.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_166	Sophocles	Ajax	295	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:295.1-295.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_167	Sophocles	Ajax	296-297	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:296.1-297.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_168	Sophocles	Ajax	298-300	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:298.1-300.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_169	Sophocles	Ajax	301-304	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:301.1-304.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_170	Sophocles	Ajax	305-308	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:305.1-308.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_171	Sophocles	Ajax	308-310	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:308.6-310.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_172	Sophocles	Ajax	311	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:311.1-311.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_173	Sophocles	Ajax	312-314	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:312.1-314.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_174	Sophocles	Ajax	315-316	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:315.1-316.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_175	Sophocles	Ajax	317-318	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:317.1-318.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_176	Sophocles	Ajax	319-320	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:319.1-320.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_177	Sophocles	Ajax	321-322	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:321.1-322.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_178	Sophocles	Ajax	323-325	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:323.1-325.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_179	Sophocles	Ajax	326	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:326.1-326.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_180	Sophocles	Ajax	327	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:327.1-327.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_181	Sophocles	Ajax	328-329	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:328.1-329.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_182	Sophocles	Ajax	330	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:330.1-330.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_183	Sophocles	Ajax	331-332	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:331.1-332.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_184	Sophocles	Ajax	333	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:333.1-333.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_185	Sophocles	Ajax	334	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:334.1-334.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_186	Sophocles	Ajax	334-335	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:334.8-335.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_187	Sophocles	Ajax	336	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:336.1-336.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_188	Sophocles	Ajax	337-338	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:337.1-338.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_189	Sophocles	Ajax	339	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:339.1-339.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_190	Sophocles	Ajax	340	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:340.1-340.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_191	Sophocles	Ajax	340	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:340.4-340.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_192	Sophocles	Ajax	341	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:341.1-341.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_193	Sophocles	Ajax	341	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:341.5-341.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_194	Sophocles	Ajax	341	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:341.9-341.11
urn:cite2:gagdt:sentences.v1:Soph_Aj_195	Sophocles	Ajax	342	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:342.1-342.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_196	Sophocles	Ajax	342	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:342.4-342.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_197	Sophocles	Ajax	342-343	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:342.7-343.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_198	Sophocles	Ajax	344	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:344.1-344.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_199	Sophocles	Ajax	344	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:344.5-344.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_200	Sophocles	Ajax	345	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:345.1-345.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_201	Sophocles	Ajax	346	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:346.1-346.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_202	Sophocles	Ajax	346-347	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:346.5-347.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_203	Sophocles	Ajax	348-352	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:348.1-352.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_204	Sophocles	Ajax	353	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:353.1-353.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_205	Sophocles	Ajax	355	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:355.1-355.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_206	Sophocles	Ajax	356-360	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:356.1-360.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_207	Sophocles	Ajax	361	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:361.1-361.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_208	Sophocles	Ajax	362	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:362.1-362.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_209	Sophocles	Ajax	362-363	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:362.4-363.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_210	Sophocles	Ajax	364-366	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:364.1-366.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_211	Sophocles	Ajax	367	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:367.1-367.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_212	Sophocles	Ajax	368	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:368.1-368.11
urn:cite2:gagdt:sentences.v1:Soph_Aj_213	Sophocles	Ajax	369	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:369.1-369.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_214	Sophocles	Ajax	369	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:369.4-369.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_215	Sophocles	Ajax	370	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:370.1-370.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_216	Sophocles	Ajax	371	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:371.1-371.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_217	Sophocles	Ajax	372-376	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:372.1-376.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_218	Sophocles	Ajax	377	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:377.1-377.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_219	Sophocles	Ajax	378	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:378.1-378.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_220	Sophocles	Ajax	379-382	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:379.1-382.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_221	Sophocles	Ajax	383	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:383.1-383.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_222	Sophocles	Ajax	384	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:384.1-384.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_223	Sophocles	Ajax	385	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:385.1-385.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_224	Sophocles	Ajax	386	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:386.1-386.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_225	Sophocles	Ajax	386	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:386.5-386.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_226	Sophocles	Ajax	387-391	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:387.1-391.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_227	Sophocles	Ajax	392-393	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:392.1-393.2
urn:cite2:gagdt:sentences.v1:Soph_Aj_228	Sophocles	Ajax	393	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:393.3-393.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_229	Sophocles	Ajax	394-398	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:394.1-398.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_230	Sophocles	Ajax	398-400	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:398.4-400.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_231	Sophocles	Ajax	401-403	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:401.1-403.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_232	Sophocles	Ajax	404	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:404.1-404.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_233	Sophocles	Ajax	405	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:405.1-405.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_234	Sophocles	Ajax	405-408	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:405.5-408.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_235	Sophocles	Ajax	410-411	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:410.1-411.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_236	Sophocles	Ajax	412-415	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:412.1-415.11
urn:cite2:gagdt:sentences.v1:Soph_Aj_237	Sophocles	Ajax	415-416	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:415.12-416.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_238	Sophocles	Ajax	416	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:416.5-416.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_239	Sophocles	Ajax	417-426	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:417.1-426.2
urn:cite2:gagdt:sentences.v1:Soph_Aj_240	Sophocles	Ajax	426-427	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:426.3-427.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_241	Sophocles	Ajax	428-429	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:428.1-429.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_242	Sophocles	Ajax	430	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:430.1-430.2
urn:cite2:gagdt:sentences.v1:Soph_Aj_243	Sophocles	Ajax	430-431	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:430.3-431.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_244	Sophocles	Ajax	432-433	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:432.1-433.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_245	Sophocles	Ajax	433	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:433.4-433.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_246	Sophocles	Ajax	434-436	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:434.1-436.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_247	Sophocles	Ajax	437-440	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:437.1-440.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_248	Sophocles	Ajax	441	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:441.1-441.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_249	Sophocles	Ajax	442-444	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:442.1-444.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_250	Sophocles	Ajax	445-446	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:445.1-446.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_251	Sophocles	Ajax	447-449	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:447.1-449.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_252	Sophocles	Ajax	450-453	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:450.1-453.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_253	Sophocles	Ajax	454-455	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:454.1-455.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_254	Sophocles	Ajax	455-456	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:455.6-456.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_255	Sophocles	Ajax	457	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:457.1-457.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_256	Sophocles	Ajax	457-459	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:457.7-459.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_257	Sophocles	Ajax	460-461	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:460.1-461.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_258	Sophocles	Ajax	462-463	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:462.1-463.2
urn:cite2:gagdt:sentences.v1:Soph_Aj_259	Sophocles	Ajax	463-465	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:463.3-465.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_260	Sophocles	Ajax	466	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:466.1-466.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_261	Sophocles	Ajax	466-468	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:466.6-468.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_262	Sophocles	Ajax	469	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:469.1-469.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_263	Sophocles	Ajax	470	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:470.1-470.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_264	Sophocles	Ajax	470-472	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:470.5-472.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_265	Sophocles	Ajax	473-474	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:473.1-474.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_266	Sophocles	Ajax	475-476	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:475.1-476.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_267	Sophocles	Ajax	477-478	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:477.1-478.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_268	Sophocles	Ajax	479-480	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:479.1-480.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_269	Sophocles	Ajax	480	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:480.5-480.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_270	Sophocles	Ajax	481-482	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:481.1-482.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_271	Sophocles	Ajax	483-484	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:483.1-484.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_272	Sophocles	Ajax	485-486	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:485.1-486.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_273	Sophocles	Ajax	487-488	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:487.1-488.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_274	Sophocles	Ajax	489	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:489.1-489.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_275	Sophocles	Ajax	489-490	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:489.6-490.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_276	Sophocles	Ajax	490-495	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:490.6-495.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_277	Sophocles	Ajax	496-499	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:496.1-499.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_278	Sophocles	Ajax	500-501	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:500.1-501.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_279	Sophocles	Ajax	501-503	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:501.4-503.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_280	Sophocles	Ajax	504	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:504.1-504.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_281	Sophocles	Ajax	504-505	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:504.5-505.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_282	Sophocles	Ajax	506-509	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:506.1-509.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_283	Sophocles	Ajax	510-513	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:510.1-513.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_284	Sophocles	Ajax	514-515	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:514.1-515.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_285	Sophocles	Ajax	515-517	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:515.4-517.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_286	Sophocles	Ajax	518	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:518.1-518.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_287	Sophocles	Ajax	519	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:519.1-519.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_288	Sophocles	Ajax	519	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:519.4-519.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_289	Sophocles	Ajax	520	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:520.1-520.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_290	Sophocles	Ajax	520-521	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:520.6-521.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_291	Sophocles	Ajax	522	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:522.1-522.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_292	Sophocles	Ajax	523-524	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:523.1-524.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_293	Sophocles	Ajax	525-526	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:525.1-526.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_294	Sophocles	Ajax	526	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:526.4-526.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_295	Sophocles	Ajax	527-528	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:527.1-528.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_296	Sophocles	Ajax	529	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:529.1-529.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_297	Sophocles	Ajax	530	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:530.1-530.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_298	Sophocles	Ajax	531	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:531.1-531.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_299	Sophocles	Ajax	532	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:532.1-532.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_300	Sophocles	Ajax	532	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:532.6-532.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_301	Sophocles	Ajax	533	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:533.1-533.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_302	Sophocles	Ajax	534	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:534.1-534.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_303	Sophocles	Ajax	535	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:535.1-535.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_304	Sophocles	Ajax	536	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:536.1-536.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_305	Sophocles	Ajax	537	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:537.1-537.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_306	Sophocles	Ajax	538	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:538.1-538.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_307	Sophocles	Ajax	539	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:539.1-539.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_308	Sophocles	Ajax	540	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:540.1-540.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_309	Sophocles	Ajax	541	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:541.1-541.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_310	Sophocles	Ajax	541-542	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:541.8-542.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_311	Sophocles	Ajax	543	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:543.1-543.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_312	Sophocles	Ajax	544	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:544.1-544.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_313	Sophocles	Ajax	545	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:545.1-545.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_314	Sophocles	Ajax	545-547	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:545.7-547.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_315	Sophocles	Ajax	548-549	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:548.1-549.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_316	Sophocles	Ajax	550-551	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:550.1-551.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_317	Sophocles	Ajax	551	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:551.6-551.11
urn:cite2:gagdt:sentences.v1:Soph_Aj_318	Sophocles	Ajax	552-553	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:552.1-553.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_319	Sophocles	Ajax	554-556	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:554.1-556.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_320	Sophocles	Ajax	557-558	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:557.1-558.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_321	Sophocles	Ajax	559-560	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:559.1-560.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_322	Sophocles	Ajax	560-561	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:560.8-561.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_323	Sophocles	Ajax	562-564	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:562.1-564.7
