ID	Author	Work	Subdoc	TextURN
urn:cite2:gagdt:sentences.v1:Soph_Aj_324	Sophocles	Ajax	565-573	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:565.1-573.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_325	Sophocles	Ajax	574-576	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:574.1-576.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_326	Sophocles	Ajax	577	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:577.1-577.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_327	Sophocles	Ajax	578-580	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:578.1-580.2
urn:cite2:gagdt:sentences.v1:Soph_Aj_328	Sophocles	Ajax	580	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:580.3-580.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_329	Sophocles	Ajax	581	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:581.1-581.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_330	Sophocles	Ajax	581-582	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:581.4-582.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_331	Sophocles	Ajax	583	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:583.1-583.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_332	Sophocles	Ajax	584	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:584.1-584.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_333	Sophocles	Ajax	585	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:585.1-585.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_334	Sophocles	Ajax	586	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:586.1-586.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_335	Sophocles	Ajax	586	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:586.8-586.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_336	Sophocles	Ajax	587	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:587.1-587.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_337	Sophocles	Ajax	587-588	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:587.5-588.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_338	Sophocles	Ajax	589	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:589.1-589.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_339	Sophocles	Ajax	589-590	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:589.5-590.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_340	Sophocles	Ajax	591	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:591.1-591.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_341	Sophocles	Ajax	592	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:592.1-592.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_342	Sophocles	Ajax	593	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:593.1-593.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_343	Sophocles	Ajax	594	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:594.1-594.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_344	Sophocles	Ajax	595	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:595.1-595.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_345	Sophocles	Ajax	596	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:596.1-596.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_346	Sophocles	Ajax	597	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:597.1-597.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_347	Sophocles	Ajax	598-595	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:598.1-595.12
urn:cite2:gagdt:sentences.v1:Soph_Aj_348	Sophocles	Ajax	596-598	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:596.6-598.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_349	Sophocles	Ajax	600-608	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:600.1-608.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_350	Sophocles	Ajax	609-611	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:609.1-611.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_351	Sophocles	Ajax	612-613	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:612.1-613.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_352	Sophocles	Ajax	613-615	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:613.5-615.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_353	Sophocles	Ajax	616-621	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:616.1-621.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_354	Sophocles	Ajax	622-633	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:622.1-633.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_355	Sophocles	Ajax	635-640	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:635.1-640.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_356	Sophocles	Ajax	641-645	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:641.1-645.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_357	Sophocles	Ajax	646-647	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:646.1-647.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_358	Sophocles	Ajax	648-649	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:648.1-649.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_359	Sophocles	Ajax	650-652	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:650.1-652.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_360	Sophocles	Ajax	652-653	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:652.6-653.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_361	Sophocles	Ajax	654-656	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:654.1-656.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_362	Sophocles	Ajax	657-659	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:657.1-659.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_363	Sophocles	Ajax	660	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:660.1-660.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_364	Sophocles	Ajax	661-663	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:661.1-663.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_365	Sophocles	Ajax	664-665	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:664.1-665.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_366	Sophocles	Ajax	666-667	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:666.1-667.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_367	Sophocles	Ajax	668	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:668.1-668.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_368	Sophocles	Ajax	668	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:668.7-668.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_369	Sophocles	Ajax	669-670	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:669.1-670.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_370	Sophocles	Ajax	670-671	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:670.4-671.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_371	Sophocles	Ajax	672-673	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:672.1-673.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_372	Sophocles	Ajax	674-675	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:674.1-675.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_373	Sophocles	Ajax	675-676	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:675.4-676.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_374	Sophocles	Ajax	677	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:677.1-677.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_375	Sophocles	Ajax	678	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:678.1-678.2
urn:cite2:gagdt:sentences.v1:Soph_Aj_376	Sophocles	Ajax	678-682	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:678.3-682.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_377	Sophocles	Ajax	682-683	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:682.6-683.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_378	Sophocles	Ajax	684	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:684.1-684.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_379	Sophocles	Ajax	684-686	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:684.8-686.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_380	Sophocles	Ajax	687-689	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:687.1-689.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_381	Sophocles	Ajax	690	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:690.1-690.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_382	Sophocles	Ajax	691-692	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:691.1-692.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_383	Sophocles	Ajax	693	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:693.1-693.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_384	Sophocles	Ajax	694-700	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:694.1-700.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_385	Sophocles	Ajax	701	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:701.1-701.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_386	Sophocles	Ajax	702-706	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:702.1-706.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_387	Sophocles	Ajax	707	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:707.1-707.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_388	Sophocles	Ajax	708-712	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:708.1-712.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_389	Sophocles	Ajax	713-717	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:713.1-717.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_390	Sophocles	Ajax	718	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:718.1-718.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_391	Sophocles	Ajax	720-721	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:720.1-721.2
urn:cite2:gagdt:sentences.v1:Soph_Aj_392	Sophocles	Ajax	721-722	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:721.3-722.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_393	Sophocles	Ajax	723-728	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:723.1-728.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_394	Sophocles	Ajax	729-730	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:729.1-730.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_395	Sophocles	Ajax	731-732	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:731.1-732.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_396	Sophocles	Ajax	733	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:733.1-733.11
urn:cite2:gagdt:sentences.v1:Soph_Aj_397	Sophocles	Ajax	734	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:734.1-734.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_398	Sophocles	Ajax	735-736	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:735.1-736.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_399	Sophocles	Ajax	737	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:737.1-737.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_400	Sophocles	Ajax	738-739	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:738.1-739.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_401	Sophocles	Ajax	740	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:740.1-740.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_402	Sophocles	Ajax	741-742	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:741.1-742.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_403	Sophocles	Ajax	743-744	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:743.1-744.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_404	Sophocles	Ajax	745-746	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:745.1-746.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_405	Sophocles	Ajax	747	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:747.1-747.2
urn:cite2:gagdt:sentences.v1:Soph_Aj_406	Sophocles	Ajax	747	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:747.3-747.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_407	Sophocles	Ajax	748	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:748.1-748.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_408	Sophocles	Ajax	749-755	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:749.1-755.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_409	Sophocles	Ajax	756-757	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:756.1-757.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_410	Sophocles	Ajax	758-761	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:758.1-761.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_411	Sophocles	Ajax	762-763	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:762.1-763.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_412	Sophocles	Ajax	764	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:764.1-764.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_413	Sophocles	Ajax	764-765	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:764.7-765.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_414	Sophocles	Ajax	766	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:766.1-766.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_415	Sophocles	Ajax	767-768	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:767.1-768.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_416	Sophocles	Ajax	768-769	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:768.4-769.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_417	Sophocles	Ajax	770	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:770.1-770.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_418	Sophocles	Ajax	770-773	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:770.5-773.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_419	Sophocles	Ajax	774-775	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:774.1-775.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_420	Sophocles	Ajax	776-777	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:776.1-777.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_421	Sophocles	Ajax	778-779	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:778.1-779.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_422	Sophocles	Ajax	780	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:780.1-780.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_423	Sophocles	Ajax	780-782	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:780.6-782.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_424	Sophocles	Ajax	782-783	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:782.4-783.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_425	Sophocles	Ajax	784-785	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:784.1-785.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_426	Sophocles	Ajax	786	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:786.1-786.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_427	Sophocles	Ajax	787-788	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:787.1-788.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_428	Sophocles	Ajax	789-790	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:789.1-790.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_429	Sophocles	Ajax	791	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:791.1-791.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_430	Sophocles	Ajax	791	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:791.8-791.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_431	Sophocles	Ajax	792-793	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:792.1-793.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_432	Sophocles	Ajax	794	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:794.1-794.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_433	Sophocles	Ajax	795-796	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:795.1-796.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_434	Sophocles	Ajax	797	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:797.1-797.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_435	Sophocles	Ajax	798	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:798.1-798.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_436	Sophocles	Ajax	798-799	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:798.5-799.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_437	Sophocles	Ajax	800	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:800.1-800.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_438	Sophocles	Ajax	801-802	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:801.1-802.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_439	Sophocles	Ajax	803-806	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:803.1-806.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_440	Sophocles	Ajax	807-808	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:807.1-808.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_441	Sophocles	Ajax	809	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:809.1-809.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_442	Sophocles	Ajax	809	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:809.8-809.10
urn:cite2:gagdt:sentences.v1:Soph_Aj_443	Sophocles	Ajax	810	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:810.1-810.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_444	Sophocles	Ajax	811-812	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:811.1-812.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_445	Sophocles	Ajax	813	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:813.1-813.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_446	Sophocles	Ajax	814	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:814.1-814.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_447	Sophocles	Ajax	815-816	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:815.1-816.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_448	Sophocles	Ajax	817-818	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:817.1-818.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_449	Sophocles	Ajax	819-820	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:819.1-820.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_450	Sophocles	Ajax	821-822	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:821.1-822.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_451	Sophocles	Ajax	823	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:823.1-823.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_452	Sophocles	Ajax	823-824	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:823.5-824.12
urn:cite2:gagdt:sentences.v1:Soph_Aj_453	Sophocles	Ajax	825	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:825.1-825.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_454	Sophocles	Ajax	826-830	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:826.1-830.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_455	Sophocles	Ajax	831-834	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:831.1-834.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_456	Sophocles	Ajax	835-842	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:835.1-842.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_457	Sophocles	Ajax	843-844	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:843.1-844.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_458	Sophocles	Ajax	845-849	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:845.1-849.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_459	Sophocles	Ajax	850-851	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:850.1-851.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_460	Sophocles	Ajax	852-853	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:852.1-853.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_461	Sophocles	Ajax	854	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:854.1-854.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_462	Sophocles	Ajax	855	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:855.1-855.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_463	Sophocles	Ajax	856-858	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:856.1-858.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_464	Sophocles	Ajax	859-863	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:859.1-863.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_465	Sophocles	Ajax	864-865	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:864.1-865.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_466	Sophocles	Ajax	866	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:866.1-866.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_467	Sophocles	Ajax	867-868	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:867.1-868.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_468	Sophocles	Ajax	869	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:869.1-869.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_469	Sophocles	Ajax	870	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:870.1-870.2
urn:cite2:gagdt:sentences.v1:Soph_Aj_470	Sophocles	Ajax	871	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:871.1-871.5
urn:cite2:gagdt:sentences.v1:Soph_Aj_471	Sophocles	Ajax	872	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:872.1-872.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_472	Sophocles	Ajax	873	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:873.1-873.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_473	Sophocles	Ajax	874-875	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:874.1-875.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_474	Sophocles	Ajax	876	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:876.1-876.9
urn:cite2:gagdt:sentences.v1:Soph_Aj_475	Sophocles	Ajax	877-878	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:877.1-878.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_476	Sophocles	Ajax	879-886	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:879.1-886.2
urn:cite2:gagdt:sentences.v1:Soph_Aj_477	Sophocles	Ajax	886-890	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:886.3-890.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_478	Sophocles	Ajax	891	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:891.1-891.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_479	Sophocles	Ajax	892	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:892.1-892.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_480	Sophocles	Ajax	893	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:893.1-893.3
urn:cite2:gagdt:sentences.v1:Soph_Aj_481	Sophocles	Ajax	894-895	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:894.1-895.7
urn:cite2:gagdt:sentences.v1:Soph_Aj_482	Sophocles	Ajax	896	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:896.1-896.8
urn:cite2:gagdt:sentences.v1:Soph_Aj_483	Sophocles	Ajax	897	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:897.1-897.4
urn:cite2:gagdt:sentences.v1:Soph_Aj_484	Sophocles	Ajax	898-899	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:898.1-899.6
urn:cite2:gagdt:sentences.v1:Soph_Aj_485	Sophocles	Ajax	900	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:900.1-900.4
