ID	Author	Work	Subdoc	TextURN
urn:cite2:gagdt:sentences.v1:Aesch_Ag_149	Aeschylus	Agamemnon	385-386	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:385.1-386.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_150	Aeschylus	Agamemnon	387	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:387.1-387.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_151	Aeschylus	Agamemnon	387-388	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:387.6-388.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_152	Aeschylus	Agamemnon	390-395	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:390.1-395.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_153	Aeschylus	Agamemnon	396	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:396.1-396.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_154	Aeschylus	Agamemnon	397-398	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:397.1-398.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_155	Aeschylus	Agamemnon	399-402	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:399.1-402.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_156	Aeschylus	Agamemnon	403-408	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:403.1-408.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_157	Aeschylus	Agamemnon	408-409	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:408.5-409.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_158	Aeschylus	Agamemnon	410-411	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:410.1-411.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_159	Aeschylus	Agamemnon	412-413	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:412.1-413.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_160	Aeschylus	Agamemnon	414-415	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:414.1-415.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_161	Aeschylus	Agamemnon	416-417	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:416.1-417.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_162	Aeschylus	Agamemnon	418-419	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:418.1-419.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_163	Aeschylus	Agamemnon	420-422	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:420.1-422.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_164	Aeschylus	Agamemnon	423-426	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:423.1-426.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_165	Aeschylus	Agamemnon	427-428	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:427.1-428.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_166	Aeschylus	Agamemnon	429-431	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:429.1-431.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_167	Aeschylus	Agamemnon	432	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:432.1-432.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_168	Aeschylus	Agamemnon	433-436	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:433.1-436.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_169	Aeschylus	Agamemnon	437-444	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:437.1-444.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_170	Aeschylus	Agamemnon	445-449	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:445.1-448.3
urn:cite2:gagdt:sentences.v1:Aesch_Ag_171	Aeschylus	Agamemnon	449-451	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:449.3-451.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_172	Aeschylus	Agamemnon	452-454	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:452.1-454.3
urn:cite2:gagdt:sentences.v1:Aesch_Ag_173	Aeschylus	Agamemnon	454-455	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:454.4-455.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_174	Aeschylus	Agamemnon	456	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:456.1-456.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_175	Aeschylus	Agamemnon	457	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:457.1-457.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_176	Aeschylus	Agamemnon	458-460	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:458.1-460.3
urn:cite2:gagdt:sentences.v1:Aesch_Ag_177	Aeschylus	Agamemnon	461-462	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:461.1-462.3
urn:cite2:gagdt:sentences.v1:Aesch_Ag_178	Aeschylus	Agamemnon	462-468	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:462.4-467.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_179	Aeschylus	Agamemnon	468-469	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:468.3-469.3
urn:cite2:gagdt:sentences.v1:Aesch_Ag_180	Aeschylus	Agamemnon	469-470	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:469.4-470.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_181	Aeschylus	Agamemnon	471	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:471.1-471.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_182	Aeschylus	Agamemnon	472-474	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:472.1-474.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_183	Aeschylus	Agamemnon	475-477	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:475.1-477.2
urn:cite2:gagdt:sentences.v1:Aesch_Ag_184	Aeschylus	Agamemnon	477-478	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:477.3-478.10
urn:cite2:gagdt:sentences.v1:Aesch_Ag_185	Aeschylus	Agamemnon	479-482	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:479.1-482.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_186	Aeschylus	Agamemnon	483-484	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:483.1-484.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_187	Aeschylus	Agamemnon	485-486	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:485.1-486.2
urn:cite2:gagdt:sentences.v1:Aesch_Ag_188	Aeschylus	Agamemnon	486-487	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:486.3-487.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_189	Aeschylus	Agamemnon	488-492	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:488.1-492.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_190	Aeschylus	Agamemnon	493-494	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:493.1-494.3
urn:cite2:gagdt:sentences.v1:Aesch_Ag_191	Aeschylus	Agamemnon	494-499	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:494.4-499.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_192	Aeschylus	Agamemnon	500	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:500.1-500.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_193	Aeschylus	Agamemnon	501-502	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:501.1-502.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_194	Aeschylus	Agamemnon	503-505	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:503.1-505.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_195	Aeschylus	Agamemnon	506-507	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:506.1-507.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_196	Aeschylus	Agamemnon	508-510	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:508.1-510.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_197	Aeschylus	Agamemnon	511	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:511.1-511.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_198	Aeschylus	Agamemnon	512-513	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:512.1-513.3
urn:cite2:gagdt:sentences.v1:Aesch_Ag_199	Aeschylus	Agamemnon	513-517	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:513.4-517.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_200	Aeschylus	Agamemnon	518-521	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:518.1-521.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_201	Aeschylus	Agamemnon	522-523	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:522.1-523.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_202	Aeschylus	Agamemnon	524-526	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:524.1-526.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_203	Aeschylus	Agamemnon	527-528	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:527.1-528.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_204	Aeschylus	Agamemnon	529-532	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:529.1-532.3
urn:cite2:gagdt:sentences.v1:Aesch_Ag_205	Aeschylus	Agamemnon	532-533	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:532.4-533.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_206	Aeschylus	Agamemnon	534-536	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:534.1-536.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_207	Aeschylus	Agamemnon	537	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:537.1-537.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_208	Aeschylus	Agamemnon	538	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:538.1-538.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_209	Aeschylus	Agamemnon	539	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:539.1-539.3
urn:cite2:gagdt:sentences.v1:Aesch_Ag_210	Aeschylus	Agamemnon	539	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:539.4-539.9
urn:cite2:gagdt:sentences.v1:Aesch_Ag_211	Aeschylus	Agamemnon	540	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:540.1-540.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_212	Aeschylus	Agamemnon	541	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:541.1-541.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_213	Aeschylus	Agamemnon	542	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:542.1-542.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_214	Aeschylus	Agamemnon	543	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:543.1-543.3
urn:cite2:gagdt:sentences.v1:Aesch_Ag_215	Aeschylus	Agamemnon	543	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:543.4-543.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_216	Aeschylus	Agamemnon	544	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:544.1-544.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_217	Aeschylus	Agamemnon	545	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:545.1-545.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_218	Aeschylus	Agamemnon	546	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:546.1-546.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_219	Aeschylus	Agamemnon	547	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:547.1-547.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_220	Aeschylus	Agamemnon	548	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:548.1-548.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_221	Aeschylus	Agamemnon	549	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:549.1-549.3
urn:cite2:gagdt:sentences.v1:Aesch_Ag_222	Aeschylus	Agamemnon	549	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:549.4-549.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_223	Aeschylus	Agamemnon	550	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:550.1-550.12
urn:cite2:gagdt:sentences.v1:Aesch_Ag_224	Aeschylus	Agamemnon	551	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:551.1-551.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_225	Aeschylus	Agamemnon	551-553	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:551.5-553.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_226	Aeschylus	Agamemnon	553-554	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:553.6-554.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_227	Aeschylus	Agamemnon	555-557	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:555.1-557.9
urn:cite2:gagdt:sentences.v1:Aesch_Ag_228	Aeschylus	Agamemnon	558	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:558.1-558.9
urn:cite2:gagdt:sentences.v1:Aesch_Ag_229	Aeschylus	Agamemnon	559	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:559.1-559.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_230	Aeschylus	Agamemnon	560-562	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:560.1-562.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_231	Aeschylus	Agamemnon	563-567	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:563.1-567.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_232	Aeschylus	Agamemnon	567	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:567.6-567.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_233	Aeschylus	Agamemnon	568-569	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:568.1-569.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_234	Aeschylus	Agamemnon	570-571	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:570.1-571.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_235	Aeschylus	Agamemnon	572	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:572.1-572.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_236	Aeschylus	Agamemnon	573-574	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:573.1-574.9
urn:cite2:gagdt:sentences.v1:Aesch_Ag_237	Aeschylus	Agamemnon	575-576	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:575.1-576.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_238	Aeschylus	Agamemnon	577-579	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:577.1-579.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_239	Aeschylus	Agamemnon	580-581	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:580.1-581.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_240	Aeschylus	Agamemnon	581-582	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:581.5-582.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_241	Aeschylus	Agamemnon	582	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:582.5-582.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_242	Aeschylus	Agamemnon	583	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:583.1-583.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_243	Aeschylus	Agamemnon	584	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:584.1-584.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_244	Aeschylus	Agamemnon	585-586	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:585.1-586.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_245	Aeschylus	Agamemnon	587-589	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:587.1-589.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_246	Aeschylus	Agamemnon	590-591	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:590.1-591.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_247	Aeschylus	Agamemnon	592	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:592.1-592.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_248	Aeschylus	Agamemnon	593	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:593.1-593.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_249	Aeschylus	Agamemnon	594-597	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:594.1-597.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_250	Aeschylus	Agamemnon	598	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:598.1-598.11
urn:cite2:gagdt:sentences.v1:Aesch_Ag_251	Aeschylus	Agamemnon	599	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:599.1-599.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_252	Aeschylus	Agamemnon	600-601	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:600.1-601.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_253	Aeschylus	Agamemnon	601-604	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:601.6-604.3
urn:cite2:gagdt:sentences.v1:Aesch_Ag_254	Aeschylus	Agamemnon	604	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:604.4-604.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_255	Aeschylus	Agamemnon	605	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:605.1-605.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_256	Aeschylus	Agamemnon	606-610	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:606.1-610.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_257	Aeschylus	Agamemnon	611-612	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:611.1-612.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_258	Aeschylus	Agamemnon	613-614	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:613.1-614.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_259	Aeschylus	Agamemnon	615-616	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:615.1-616.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_260	Aeschylus	Agamemnon	617	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:617.1-617.10
urn:cite2:gagdt:sentences.v1:Aesch_Ag_261	Aeschylus	Agamemnon	618-619	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:618.1-619.9
urn:cite2:gagdt:sentences.v1:Aesch_Ag_262	Aeschylus	Agamemnon	620-621	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:620.1-621.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_263	Aeschylus	Agamemnon	622	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:622.1-622.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_264	Aeschylus	Agamemnon	623	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:623.1-623.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_265	Aeschylus	Agamemnon	624-625	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:624.1-625.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_266	Aeschylus	Agamemnon	625	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:625.7-625.10
urn:cite2:gagdt:sentences.v1:Aesch_Ag_267	Aeschylus	Agamemnon	626-627	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:626.1-627.9
urn:cite2:gagdt:sentences.v1:Aesch_Ag_268	Aeschylus	Agamemnon	628	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:628.1-628.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_269	Aeschylus	Agamemnon	629	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:629.1-629.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_270	Aeschylus	Agamemnon	630-631	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:630.1-631.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_271	Aeschylus	Agamemnon	632-633	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:632.1-633.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_272	Aeschylus	Agamemnon	634-635	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:634.1-635.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_273	Aeschylus	Agamemnon	636-637	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:636.1-637.3
urn:cite2:gagdt:sentences.v1:Aesch_Ag_274	Aeschylus	Agamemnon	637	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:637.4-637.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_275	Aeschylus	Agamemnon	638-643	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:638.1-643.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_276	Aeschylus	Agamemnon	644-645	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:644.1-645.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_277	Aeschylus	Agamemnon	646-649	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:646.1-649.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_278	Aeschylus	Agamemnon	650-652	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:650.1-652.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_279	Aeschylus	Agamemnon	653	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:653.1-653.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_280	Aeschylus	Agamemnon	654-655	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:654.1-655.2
urn:cite2:gagdt:sentences.v1:Aesch_Ag_281	Aeschylus	Agamemnon	655-657	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:655.3-657.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_282	Aeschylus	Agamemnon	658-660	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:658.1-660.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_283	Aeschylus	Agamemnon	661-663	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:661.1-663.9
urn:cite2:gagdt:sentences.v1:Aesch_Ag_284	Aeschylus	Agamemnon	664-666	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:664.1-666.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_285	Aeschylus	Agamemnon	667-670	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:667.1-670.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_286	Aeschylus	Agamemnon	671-672	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:671.1-672.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_287	Aeschylus	Agamemnon	673	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:673.1-673.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_288	Aeschylus	Agamemnon	674	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:674.1-674.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_289	Aeschylus	Agamemnon	674-675	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:674.6-675.7
urn:cite2:gagdt:sentences.v1:Aesch_Ag_290	Aeschylus	Agamemnon	676-679	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:676.1-679.8
urn:cite2:gagdt:sentences.v1:Aesch_Ag_291	Aeschylus	Agamemnon	680	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:680.1-680.6
urn:cite2:gagdt:sentences.v1:Aesch_Ag_292	Aeschylus	Agamemnon	681-685	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:681.1-685.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_293	Aeschylus	Agamemnon	686-687	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:686.1-687.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_294	Aeschylus	Agamemnon	687-698	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:687.5-698.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_295	Aeschylus	Agamemnon	699-708	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:699.1-708.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_296	Aeschylus	Agamemnon	709-715	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:709.1-715.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_297	Aeschylus	Agamemnon	716-722	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:716.1-722.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_298	Aeschylus	Agamemnon	723-726	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:723.1-726.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_299	Aeschylus	Agamemnon	727-728	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:727.1-728.5
urn:cite2:gagdt:sentences.v1:Aesch_Ag_300	Aeschylus	Agamemnon	728-731	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:728.6-731.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_301	Aeschylus	Agamemnon	732-734	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:732.1-734.4
urn:cite2:gagdt:sentences.v1:Aesch_Ag_302	Aeschylus	Agamemnon	735-736	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1.tokenized:735.1-736.4
